id,mag,ra,dec
3841,13.55,11:44:02.15,+19:58:18.8
3842,11.84,11:44:02.15,+19:56:59.3
3844,13.87,11:44:00.79,+20:01:45.6
3845,14.03,11:44:05.47,+19:59:46.0
3853,12.43,11:44:28.33,+16:33:29.2
3857,14.08,11:44:50.15,+19:31:58.3
3859,14.14,11:44:52.24,+19:27:15.1
3860,13.45,11:44:49.16,+19:47:42.1
3861,12.75,11:45:03.88,+19:58:25.3
3862,13.34,11:45:05.01,+19:36:22.7
3867,13.20,11:45:29.62,+19:24:00.6
3870,13.03,11:45:56.60,+50:11:59.1
3872,11.71,11:45:49.06,+13:46:00.1
3873,12.85,11:45:46.10,+19:46:26.2
3877,11.00,11:46:07.70,+47:29:39.6
3882,11.81,11:46:06.55,-56:23:17.3
3883,13.07,11:46:47.18,+20:40:31.5
3884,12.59,11:46:12.18,+20:23:29.9
3885,11.87,11:46:46.49,-27:55:19.8
3887,10.93,11:47:04.57,-16:51:16.6
3888,12.10,11:47:34.37,+55:58:02.0
3891,12.76,11:48:03.36,+30:21:33.6
3892,11.24,11:48:00.99,-10:57:43.4
3893,10.63,11:48:38.19,+48:42:39.0
3894,11.62,11:48:50.36,+59:24:56.4
3895,13.03,11:49:04.03,+59:25:57.6
3896,12.63,11:48:56.39,+48:40:28.8
3897,13.03,11:48:59.46,+35:00:57.8
3898,10.72,11:49:15.37,+56:05:03.7
3900,11.44,11:49:09.46,+27:01:19.3
3904,10.79,11:49:13.22,-29:16:36.3
3905,12.84,11:49:04.91,-09:43:47.4
3907,13.64,11:49:30.14,-01:05:11.5
3907,13.94,11:49:23.54,-01:05:01.6
3913,12.51,11:50:38.94,+55:21:13.9
3917,11.81,11:50:45.43,+51:49:28.8
3918,8.10,11:50:17.95,-57:10:56.4
3921,12.49,11:51:06.87,+55:04:43.5
3923,9.60,11:51:01.69,-28:48:21.7
3928,12.48,11:51:47.62,+48:40:59.3
3933,13.55,11:52:02.05,+16:48:34.9
3936,12.29,11:52:20.59,-26:54:21.2
3937,12.48,11:52:42.62,+20:37:52.7
3938,10.36,11:52:49.45,+44:07:14.6
3940,12.85,11:52:46.45,+20:59:21.4
3941,10.37,11:52:55.36,+36:59:10.8
3945,10.75,11:53:13.73,+60:40:32.0
3946,14.45,11:53:20.63,+21:01:17.5
3947,13.20,11:53:20.32,+20:45:06.2
3949,10.89,11:53:41.72,+47:51:31.3
3951,13.63,11:53:41.25,+23:22:56.0
3952,13.02,11:53:40.63,-03:59:47.5
3953,10.10,11:53:48.92,+52:19:36.4
3955,11.84,11:53:57.15,-23:09:51.0
3956,12.46,11:54:00.69,-20:34:02.4
3958,13.02,11:54:33.68,+58:22:01.3
3960,8.30,11:50:33.21,-55:40:11.4
3962,10.65,11:54:40.10,-13:58:30.1
3963,12.01,11:54:58.71,+58:29:37.1
3971,13.13,11:55:36.39,+29:59:45.3
3972,12.32,11:55:45.09,+55:19:14.7
3978,12.74,11:56:10.32,+60:31:21.1
3981,11.65,11:56:07.45,-19:53:46.2
3982,11.70,11:56:28.13,+55:07:30.9
3987,12.93,11:57:20.92,+25:11:43.4
3990,12.58,11:57:35.56,+55:27:31.2
3991,13.12,11:57:30.38,+32:20:01.8
3992,9.88,11:57:35.98,+53:22:28.3
3994,12.80,11:57:36.87,+32:16:39.4
3995,12.41,11:57:44.10,+32:17:38.6
3997,13.46,11:57:48.23,+25:16:14.3
3998,11.33,11:57:56.13,+55:27:12.9
4004,13.61,11:58:05.23,+27:52:43.9
4005,13.14,11:58:10.17,+25:07:20.1
4008,12.02,11:58:17.04,+28:11:33.0
4013,11.31,11:58:31.38,+43:56:47.7
4018,13.81,11:58:40.70,+25:18:59.1
4024,11.80,11:58:31.25,-18:20:48.6
4025,13.63,11:59:10.19,+37:47:36.3
4026,10.78,11:59:25.19,+50:57:42.1
4027,11.17,11:59:30.17,-19:15:54.8
4027,14.51,11:59:29.39,-19:19:55.2
4030,10.51,12:00:23.63,-01:06:00.3
4032,12.47,12:00:32.82,+20:04:26.2
4033,11.79,12:00:34.74,-17:50:33.4
4036,10.84,12:01:26.75,+61:53:44.8
4038,10.20,12:01:53.01,-18:52:03.4
4041,11.08,12:02:12.20,+62:08:14.0
4045,11.81,12:02:42.24,+01:58:36.5
4045,14.29,12:02:42.69,+01:57:08.0
4050,11.79,12:02:53.95,-16:22:25.0
4051,11.37,12:03:09.61,+44:31:52.8
4052,8.80,12:02:05.19,-63:13:24.5
4057,12.57,12:04:06.17,+20:14:06.3
4062,11.15,12:04:03.83,+31:53:44.9
4064,11.33,12:04:11.16,+18:26:36.3
4068,12.71,12:04:00.78,+52:35:17.8
4071,13.00,12:04:15.77,-67:18:36.4
4073,11.51,12:04:27.07,+01:53:45.5
4074,14.44,12:04:29.68,+20:18:58.4
4076,13.45,12:04:32.52,+20:12:17.8
4081,13.06,12:04:33.91,+64:26:12.3
4085,12.37,12:05:22.71,+50:21:10.6
4088,10.60,12:05:34.19,+50:32:20.5
4092,13.57,12:05:50.11,+20:28:37.2
4094,12.01,12:05:53.96,-14:31:35.1
4096,10.57,12:06:01.13,+47:28:42.4
4100,11.09,12:06:08.45,+49:34:57.7
4102,11.87,12:06:22.99,+52:42:39.9
4103,7.40,12:06:39.57,-61:15:00.3
4104,12.14,12:06:38.97,+28:10:27.1
4105,10.62,12:06:40.77,-29:45:36.8
4106,11.30,12:06:44.80,-29:46:05.9
4111,10.81,12:07:03.13,+43:03:56.6
4112,12.71,12:07:09.47,-40:12:29.4
4116,12.02,12:07:37.15,+02:41:25.8
4117,14.30,12:07:46.11,+43:07:34.9
4119,11.50,12:08:09.62,+10:22:44.0
4121,12.99,12:07:56.63,+65:06:50.2
4123,11.39,12:08:11.11,+02:52:41.8
4125,9.71,12:08:06.02,+65:10:26.9
4128,11.96,12:08:32.33,+68:46:03.4
4129,12.48,12:08:53.22,-09:02:11.4
4131,13.27,12:08:47.29,+29:18:17.2
4132,13.99,12:09:01.40,+29:15:00.4
4134,13.10,12:09:10.01,+29:10:36.9
4135,14.02,12:09:08.81,+44:00:11.5
4137,14.34,12:09:17.51,+44:05:24.6
4138,11.80,12:09:29.78,+43:41:07.1
4143,12.08,12:09:36.06,+42:32:03.0
4144,11.61,12:09:58.60,+46:27:25.8
4145,11.22,12:10:01.52,+39:53:01.9
4147,10.74,12:10:06.17,+18:32:31.7
4150,11.69,12:10:33.65,+30:24:05.5
4151,11.48,12:10:32.58,+39:24:20.6
4152,12.50,12:10:37.50,+16:01:58.5
4156,13.53,12:10:49.61,+39:28:21.8
4157,11.29,12:11:04.37,+50:29:04.8
4162,11.70,12:11:52.47,+24:07:25.2
4163,13.15,12:12:09.16,+36:10:09.1
4165,13.63,12:12:11.80,+13:14:47.5
4168,11.45,12:12:17.27,+13:12:18.7
4169,12.20,12:12:18.78,+29:10:45.9
4173,13.34,12:12:21.46,+29:12:25.4
4174,13.64,12:12:26.89,+29:08:57.2
4175,13.45,12:12:31.05,+29:10:06.4
4178,11.43,12:12:46.45,+10:51:57.5
4179,10.93,12:12:52.11,+01:17:58.9
4183,12.29,12:13:16.88,+43:41:54.9
4189,11.84,12:13:47.27,+13:25:29.3
4190,13.13,12:13:44.77,+36:38:02.5
4192,10.84,12:13:48.29,+14:54:01.2
4193,12.29,12:13:53.59,+13:10:22.3
4194,12.77,12:14:09.47,+54:31:36.6
4200,12.96,12:14:44.23,+12:10:50.7
4203,11.55,12:15:05.06,+33:11:50.4
4206,12.17,12:15:16.81,+13:01:26.3
4208,11.10,12:15:39.36,+13:54:05.4
4213,12.57,12:15:37.56,+23:58:54.8
4214,9.77,12:15:39.17,+36:19:36.8
4215,11.96,12:15:54.54,+06:24:04.1
4216,9.93,12:15:54.44,+13:08:57.8
4217,11.23,12:15:50.90,+47:05:30.4
4219,11.83,12:16:27.32,-43:19:27.3
4220,11.33,12:16:11.71,+47:52:59.7
4223,11.95,12:17:25.81,+06:41:24.3
4224,11.77,12:16:33.79,+07:27:43.5
4230,9.40,12:17:09.37,-55:17:10.1
4233,11.94,12:17:07.68,+07:37:27.8
4234,12.88,12:17:09.16,+03:40:59.0
4235,11.97,12:17:09.88,+07:11:29.7
4236,9.77,12:16:42.12,+69:27:45.3
4237,11.83,12:17:11.42,+15:19:26.3
4239,12.77,12:17:14.93,+16:31:53.0
4241,13.05,12:17:59.90,+06:39:15.1
4242,11.03,12:17:30.18,+45:37:09.5
4244,10.18,12:17:29.66,+37:48:25.6
4245,11.42,12:17:36.77,+29:36:28.8
4246,12.72,12:17:58.12,+07:11:09.3
4248,12.58,12:17:49.85,+47:24:33.1
4251,10.77,12:18:08.25,+28:10:31.4
4253,13.23,12:18:26.51,+29:48:46.3
4254,9.84,12:18:49.60,+14:24:59.4
4258,9.29,12:18:57.50,+47:18:14.3
4259,13.57,12:19:22.21,+05:22:35.0
4260,11.55,12:19:22.24,+06:05:55.2
4261,11.11,12:19:23.22,+05:49:30.8
4262,11.46,12:19:30.57,+14:52:39.6
4264,12.79,12:19:35.76,+05:50:48.3
4267,10.89,12:19:45.24,+12:47:53.8
4268,12.71,12:19:47.22,+05:17:01.6
4270,12.18,12:19:49.47,+05:27:48.4
4273,11.80,12:19:56.08,+05:20:36.0
4274,10.42,12:19:50.59,+29:36:52.1
4277,13.50,12:20:03.72,+05:20:28.9
4278,10.21,12:20:06.82,+29:16:50.7
4281,11.31,12:20:21.52,+05:23:11.0
4283,12.32,12:20:20.85,+29:18:39.4
4288,12.91,12:20:38.11,+46:17:30.0
4291,11.42,12:20:18.20,+75:22:15.0
4292,12.21,12:21:16.46,+04:35:44.5
4293,10.17,12:21:12.89,+18:22:56.6
4294,12.05,12:21:17.83,+11:30:37.6
4296,13.68,12:21:28.39,+06:39:12.8
4297,12.92,12:21:27.41,+06:40:15.7
4298,11.35,12:21:32.76,+14:36:22.2
4299,12.47,12:21:40.55,+11:29:59.7
4301,13.12,12:22:27.21,+04:33:58.6
4302,11.54,12:21:42.48,+14:35:53.9
4303,10.25,12:21:54.90,+04:28:25.1
4304,11.77,12:22:12.72,-33:29:04.2
4305,12.61,12:22:03.60,+12:44:27.3
4308,13.25,12:21:56.85,+30:04:27.7
4312,11.70,12:22:31.36,+15:32:16.5
4314,10.57,12:22:31.82,+29:53:45.2
4318,14.20,12:22:43.29,+08:11:53.8
4321,9.47,12:22:54.83,+15:49:18.5
4323,13.76,12:23:01.73,+15:54:20.1
4324,11.50,12:23:06.18,+05:15:01.2
4325,13.30,12:23:06.68,+10:37:16.3
4337,8.90,12:24:03.31,-58:07:25.6
4339,11.41,12:23:34.95,+06:04:54.3
4340,11.15,12:23:35.29,+16:43:20.5
4341,13.26,12:23:53.56,+07:06:25.6
4342,12.51,12:23:39.00,+07:03:14.4
4343,12.29,12:23:38.70,+06:57:14.7
4348,12.28,12:23:53.99,-03:26:34.5
4349,7.40,12:24:06.04,-61:52:13.6
4350,10.87,12:23:57.87,+16:41:36.3
4351,12.55,12:24:01.50,+12:12:17.2
4352,12.52,12:24:05.02,+11:13:05.0
4353,13.41,12:24:00.26,+07:47:06.7
4355,13.37,12:26:54.62,-00:52:39.4
4357,12.68,12:23:58.82,+48:46:46.1
4361,10.90,12:24:30.76,-18:47:05.4
4365,9.43,12:24:28.28,+07:19:03.6
4369,11.69,12:24:36.20,+39:22:58.8
4370,13.84,12:24:54.90,+07:26:41.6
4371,10.83,12:24:55.43,+11:42:15.2
4372,9.85,12:25:45.38,-72:39:32.7
4373,10.92,12:25:17.82,-39:45:35.0
4373,12.20,12:25:37.73,-39:19:10.8
4374,9.79,12:25:03.74,+12:53:13.1
4377,11.80,12:25:12.34,+14:45:43.8
4378,11.29,12:25:18.10,+04:55:30.5
4379,11.63,12:25:14.74,+15:36:26.9
4380,11.29,12:25:22.17,+10:01:00.5
4382,9.05,12:25:24.11,+18:11:29.4
4383,12.18,12:25:25.52,+16:28:12.5
4384,13.06,12:25:11.98,+54:30:22.4
4385,12.96,12:25:42.80,+00:34:21.4
4386,11.69,12:24:28.35,+75:31:44.1
4387,12.13,12:25:41.68,+12:48:37.9
4388,11.02,12:25:46.75,+12:39:43.5
4394,11.03,12:25:55.53,+18:12:50.6
4395,10.29,12:25:48.86,+33:32:48.9
4396,12.64,12:25:58.82,+15:40:17.3
4402,11.78,12:26:07.65,+13:06:48.0
4406,8.86,12:26:11.74,+12:56:46.4
4407,12.25,12:26:32.25,+12:36:39.5
4410,16.08,12:26:28.29,+09:01:11.5
4411,12.82,12:26:30.10,+08:52:20.0
4411,12.41,12:26:47.23,+08:53:04.6
4412,13.16,12:26:36.08,+03:57:52.9
4414,10.20,12:26:27.10,+31:13:24.7
4416,11.57,12:26:46.72,+07:55:08.4
4417,11.22,12:26:50.61,+09:35:03.3
4419,11.06,12:26:56.44,+15:02:50.6
4421,11.42,12:27:02.54,+15:27:41.3
4424,11.68,12:27:11.61,+09:25:14.4
4425,11.95,12:27:13.33,+12:44:05.0
4429,10.08,12:27:26.51,+11:06:27.8
4431,12.97,12:27:27.38,+12:17:25.0
4433,12.66,12:27:38.59,-08:16:42.3
4434,12.12,12:27:36.68,+08:09:15.6
4435,10.96,12:27:40.49,+13:04:44.2
4436,13.19,12:27:41.24,+12:18:57.2
4438,10.92,12:27:45.59,+13:00:31.8
4439,8.40,12:28:26.35,-60:06:11.6
4440,11.81,12:27:53.57,+12:17:35.8
4441,12.67,12:27:20.35,+64:48:05.4
4442,10.60,12:28:03.88,+09:48:13.4
4445,12.76,12:28:15.93,+09:26:10.3
4448,11.11,12:28:15.43,+28:37:13.1
4449,9.64,12:28:11.10,+44:05:37.1
4450,10.87,12:28:29.63,+17:05:05.8
4451,12.51,12:28:40.55,+09:15:31.7
4452,11.90,12:28:43.31,+11:45:18.1
4454,11.93,12:28:50.75,-01:56:21.1
4457,10.57,12:28:59.01,+03:34:14.1
4458,12.12,12:28:57.57,+13:14:30.8
4459,10.25,12:29:00.01,+13:58:42.1
4461,11.02,12:29:03.01,+13:11:01.5
4462,11.85,12:29:21.22,-23:09:58.9
4463,7.20,12:29:55.22,-64:47:22.8
4464,12.60,12:29:21.29,+08:09:23.8
4467,14.15,12:29:30.25,+07:59:34.3
4468,12.96,12:29:30.90,+14:02:56.7
4469,11.04,12:29:28.03,+08:44:59.7
4471,15.24,12:29:37.05,+07:55:57.9
4472,8.28,12:29:46.76,+08:00:01.7
4473,10.09,12:29:48.87,+13:25:45.7
4474,11.56,12:29:53.55,+14:04:06.9
4475,13.85,12:29:47.58,+27:14:36.0
4476,12.20,12:29:59.08,+12:20:55.2
4477,10.31,12:30:02.20,+13:38:11.8
4478,11.44,12:30:17.42,+12:19:42.8
4479,12.52,12:30:18.37,+13:34:39.5
4480,12.40,12:30:26.78,+04:14:47.7
4482,13.01,12:30:10.33,+10:46:46.1
4483,12.18,12:30:40.65,+09:00:56.4
4485,12.18,12:30:31.13,+41:42:04.2
4486,9.00,12:30:49.42,+12:23:28.0
4486,12.53,12:30:57.71,+12:16:13.3
4486,13.38,12:30:31.97,+12:29:24.6
4487,11.45,12:31:04.46,-08:03:14.1
4488,12.02,12:30:51.37,+08:21:36.0
4489,12.68,12:30:52.25,+16:45:31.9
4490,9.72,12:30:36.24,+41:38:38.0
4491,12.43,12:30:57.11,+11:29:00.7
4492,11.99,12:30:59.71,+08:04:40.3
4494,9.80,12:31:24.10,+25:46:30.9
4495,13.46,12:31:22.88,+29:08:11.3
4496,11.59,12:31:39.21,+03:56:22.1
4497,12.46,12:31:32.53,+11:37:29.0
4499,13.14,12:32:04.94,-39:58:56.9
4500,12.52,12:31:22.16,+57:57:52.7
4501,10.33,12:31:59.16,+14:25:13.4
4503,10.97,12:32:06.23,+11:10:35.1
4504,11.61,12:32:17.45,-07:33:48.4
4507,13.13,12:35:36.63,-39:54:33.3
4514,13.98,12:32:42.97,+29:42:44.6
4515,12.65,12:33:04.97,+16:15:55.9
4517,10.48,12:32:45.59,+00:06:54.1
4517,12.24,12:32:28.15,+00:23:22.8
4519,12.00,12:33:30.25,+08:39:17.1
4523,13.61,12:33:48.00,+15:10:05.9
4526,9.59,12:34:03.09,+07:41:58.3
4527,10.50,12:34:08.42,+02:39:13.2
4528,11.97,12:34:06.07,+11:19:16.5
4532,11.92,12:34:19.33,+06:28:03.7
4535,9.89,12:34:20.31,+08:11:51.9
4536,10.48,12:34:27.05,+02:11:17.3
4539,12.05,12:34:34.74,+18:12:09.7
4546,10.57,12:35:29.51,-03:47:35.5
4548,10.96,12:35:26.45,+14:29:46.8
4550,12.03,12:35:30.58,+12:13:15.0
4551,11.98,12:35:37.95,+12:15:50.3
4552,10.08,12:35:39.81,+12:33:22.8
4553,12.20,12:36:07.60,-39:26:19.2
4559,9.92,12:35:57.65,+27:57:36.0
4559,14.49,12:36:53.44,+27:51:43.3
4561,12.61,12:36:08.20,+19:19:22.5
4564,11.26,12:36:26.98,+11:26:21.4
4565,10.86,12:36:20.78,+25:59:15.6
4566,13.23,12:36:00.11,+54:13:15.5
4567,11.32,12:36:32.71,+11:15:28.8
4568,10.80,12:36:34.26,+11:14:20.0
4569,9.54,12:36:49.79,+13:09:46.6
4570,11.11,12:36:53.40,+07:14:47.9
4571,11.29,12:36:56.38,+14:13:02.5
4573,12.92,12:37:43.79,-43:37:16.1
4574,12.99,12:37:43.51,-35:31:03.5
4575,12.60,12:37:51.12,-40:32:14.5
4576,13.49,12:37:33.56,+04:22:03.7
4578,11.40,12:37:30.56,+09:33:18.3
4579,10.30,12:37:43.52,+11:49:05.5
4581,12.38,12:38:05.17,+01:28:39.9
4583,14.47,12:38:04.54,+33:27:31.8
4585,14.22,12:38:13.28,+28:56:13.3
4586,11.58,12:38:28.40,+04:19:08.7
4589,10.74,12:37:24.99,+74:11:30.9
4590,7.96,12:39:28.01,-26:44:34.9
4592,11.88,12:39:18.74,-00:31:55.2
4593,11.43,12:39:39.43,-05:20:39.3
4594,8.59,12:39:59.43,-11:37:23.0
4596,10.46,12:39:55.95,+10:10:34.1
4601,13.91,12:40:46.74,-40:53:35.0
4602,11.75,12:40:36.85,-05:07:58.8
4603,11.67,12:40:55.21,-40:58:35.0
4603,13.20,12:42:08.10,-40:49:15.1
4605,10.26,12:39:59.38,+61:36:33.1
4606,11.90,12:40:57.54,+11:54:44.0
4607,12.79,12:41:12.40,+11:53:11.9
4608,11.08,12:41:13.29,+10:09:20.4
4609,6.90,12:42:16.83,-62:59:44.7
4616,13.32,12:42:16.45,-40:38:31.4
4618,10.78,12:41:32.85,+41:09:02.8
4619,13.50,12:41:44.55,+35:03:46.0
4621,9.56,12:42:02.24,+11:38:49.3
4622,13.01,12:42:37.62,-40:44:39.2
4625,12.46,12:41:52.72,+41:16:26.3
4627,12.48,12:41:59.68,+32:34:24.8
4628,14.50,12:42:25.26,-06:58:15.6
4631,9.24,12:42:08.01,+32:32:29.4
4632,11.86,12:42:32.03,-00:04:57.4
4633,13.12,12:42:37.38,+14:21:25.9
4634,12.33,12:42:40.96,+14:17:45.0
4635,13.00,12:42:39.24,+19:56:43.1
4636,9.99,12:42:49.83,+02:41:16.0
4638,11.12,12:42:47.42,+11:26:33.0
4639,11.60,12:42:52.39,+13:15:26.6
4643,10.65,12:43:20.14,+01:58:41.8
4644,13.84,12:42:42.66,+55:08:43.8
4645,11.83,12:44:09.99,-41:44:59.8
4645,12.39,12:43:05.57,-41:21:32.1
4645,12.99,12:43:31.18,-41:21:45.1
4646,13.31,12:42:52.12,+54:51:21.6
4647,11.60,12:43:32.31,+11:34:54.7
4648,12.03,12:41:44.39,+74:25:15.4
4649,8.79,12:43:39.98,+11:33:09.7
4650,11.80,12:44:19.59,-40:43:54.5
4650,13.58,12:44:49.06,-40:42:51.5
4651,10.82,12:43:42.63,+16:23:36.2
4653,12.36,12:43:50.91,-00:33:40.4
4654,10.49,12:43:56.58,+13:07:36.0
4656,10.47,12:43:57.67,+32:10:12.9
4658,12.43,12:44:37.79,-10:04:59.2
4660,11.27,12:44:31.98,+11:11:25.9
4662,12.78,12:44:26.20,+37:07:16.4
4664,10.50,12:45:05.99,+03:03:20.8
4666,10.75,12:45:08.59,-00:27:42.8
4668,13.10,12:45:31.99,-00:32:08.6
4669,13.18,12:44:46.74,+54:52:32.4
4670,12.76,12:45:17.07,+27:07:31.5
4672,14.25,12:46:15.75,-41:42:21.5
4677,12.81,12:46:57.13,-41:34:57.1
4679,13.52,12:47:30.25,-39:34:15.1
4683,12.84,12:47:42.37,-41:31:41.8
4684,11.55,12:47:17.52,-02:43:38.7
4686,12.59,12:46:39.88,+54:32:03.4
4687,13.01,12:47:23.77,+35:21:07.4
4689,10.93,12:47:45.56,+13:45:46.1
4691,10.99,12:48:13.63,-03:19:57.8
4692,12.65,12:47:55.32,+27:13:20.5
4694,12.52,12:48:15.08,+10:59:01.0
4695,13.38,12:47:32.11,+54:22:29.4
4696,10.30,12:48:49.25,-41:18:39.0
4696,12.71,12:47:21.78,-41:14:15.0
4697,9.37,12:48:35.88,-05:48:02.7
4698,10.65,12:48:22.91,+08:29:14.6
4699,9.53,12:49:02.23,-08:39:53.5
4700,12.21,12:49:08.15,-11:24:35.5
4701,12.37,12:49:11.59,+03:23:19.4
4704,13.69,12:48:46.43,+41:55:16.5
4705,12.60,12:49:24.97,-05:11:45.1
4706,12.88,12:49:54.15,-41:16:46.4
4707,12.97,12:48:22.87,+51:09:52.9
4709,11.10,12:50:03.88,-41:22:55.1
4710,10.71,12:49:38.83,+15:09:55.6
4712,13.01,12:49:34.22,+25:28:11.8
4713,11.73,12:49:57.87,+05:18:41.1
4725,9.38,12:50:26.58,+25:30:02.9
4727,12.22,12:50:57.24,-14:19:58.6
4729,12.48,12:51:46.28,-41:07:56.2
4731,11.42,12:51:01.09,-06:23:35.0
4733,11.76,12:51:06.78,+10:54:43.5
4735,14.57,12:51:01.73,+28:55:40.7
4736,8.24,12:50:53.06,+41:07:13.6
4738,13.44,12:51:08.90,+28:47:17.0
4742,11.20,12:51:48.04,-10:27:17.0
4743,13.31,12:52:15.98,-41:23:26.4
4744,12.59,12:52:19.60,-41:03:36.1
4745,15.16,12:51:26.16,+27:25:16.6
4747,12.38,12:51:45.95,+25:46:37.5
4748,14.03,12:52:12.46,-13:24:53.0
4750,12.10,12:50:07.27,+72:52:28.7
4753,9.66,12:52:22.11,-01:11:58.9
4754,10.48,12:52:17.50,+11:18:50.0
4756,12.22,12:52:52.63,-15:24:47.8
4760,11.58,12:53:07.23,-10:29:39.1
4762,10.17,12:52:56.05,+11:13:50.9
4763,12.49,12:53:27.22,-17:00:19.9
4765,12.98,12:53:14.41,+04:27:47.2
4767,11.51,12:53:52.95,-39:42:51.5
4772,11.34,12:53:29.16,+02:10:06.2
4774,14.34,12:53:06.59,+36:49:08.6
4775,11.56,12:53:45.70,-06:37:19.8
4781,11.39,12:54:23.75,-10:32:13.9
4782,12.75,12:54:35.72,-12:34:07.1
4783,12.80,12:54:36.59,-12:33:28.2
4785,12.09,12:53:27.33,-48:44:57.1
4786,11.71,12:54:32.42,-06:51:33.9
4789,12.06,12:54:19.02,+27:04:04.9
4789,13.92,12:54:05.25,+27:08:58.7
4792,15.00,12:55:03.68,-12:29:49.8
4793,11.64,12:54:40.62,+28:56:19.2
4794,13.00,12:55:10.50,-12:36:30.5
4797,13.16,12:54:55.17,+27:24:45.7
4802,11.34,12:55:49.64,-12:03:19.1
4807,13.49,12:55:29.10,+27:31:17.1
4808,11.79,12:55:48.95,+04:18:14.8
4809,13.78,12:54:51.06,+02:39:14.7
4814,12.03,12:55:21.94,+58:20:38.8
4815,8.60,12:57:58.37,-64:57:42.3
4816,12.68,12:56:12.15,+27:44:43.7
4818,11.34,12:56:48.90,-08:31:31.1
4819,13.19,12:56:27.86,+26:59:14.4
4825,11.56,12:57:12.24,-13:39:53.4
4826,8.52,12:56:43.64,+21:40:58.7
4827,12.90,12:56:43.53,+27:10:43.1
4828,13.68,12:56:42.86,+28:01:13.6
4830,12.09,12:57:27.91,-19:41:28.6
4832,12.27,12:57:47.53,-39:45:42.1
4833,7.79,12:59:34.94,-70:52:28.5
4835,11.81,12:58:07.84,-46:15:51.2
4839,12.11,12:57:24.36,+27:29:52.1
4840,13.68,12:57:32.84,+27:36:37.2
4844,14.14,12:58:08.26,-13:04:47.7
4845,10.97,12:58:01.19,+01:34:33.0
4848,13.68,12:58:05.64,+28:14:33.9
4850,14.23,12:58:21.84,+27:58:03.8
4851,14.94,12:58:21.71,+28:08:55.5
4852,8.90,13:00:04.39,-59:36:34.0
4853,13.66,12:58:35.19,+27:35:46.8
4854,13.95,12:58:47.40,+27:40:29.1
4856,10.62,12:59:21.27,-15:02:31.8
4858,15.22,12:59:02.04,+28:06:56.7
4859,13.59,12:59:01.83,+26:48:56.4
4860,13.43,12:59:03.90,+28:07:25.3
4861,12.32,12:59:02.34,+34:51:34.0
4864,13.50,12:59:13.11,+27:58:37.2
4865,13.44,12:59:19.87,+28:05:03.5
4866,11.08,12:59:27.14,+14:10:15.8
4867,14.41,12:59:15.25,+27:58:14.6
4869,13.36,12:59:23.36,+27:54:41.7
4871,14.22,12:59:29.96,+27:57:23.2
4872,13.59,12:59:34.04,+27:56:49.0
4873,14.16,12:59:32.79,+27:59:01.0
4874,11.83,12:59:35.71,+27:57:33.4
4875,14.65,12:59:37.91,+27:54:26.4
4876,14.38,12:59:44.41,+27:54:44.9
4881,13.48,12:59:57.60,+28:14:50.6
4883,14.31,12:59:56.01,+28:02:05.0
4886,13.84,13:00:04.44,+27:59:15.3
4889,11.45,13:00:08.13,+27:58:37.2
4894,15.18,13:00:16.52,+27:58:03.1
4895,13.20,13:00:17.93,+28:12:08.3
4895,14.94,13:00:09.12,+28:10:13.4
4896,13.90,13:00:30.78,+28:20:46.4
4897,12.54,13:00:52.95,-13:26:59.3
4898,14.59,13:00:17.67,+27:57:19.4
4898,14.33,13:00:18.09,+27:57:23.6
4899,12.33,13:00:56.63,-13:56:39.2
4900,11.36,13:00:39.11,+02:30:05.2
4902,11.26,13:00:59.73,-14:30:49.1
4903,12.50,13:01:22.77,-30:56:05.9
4904,11.96,13:00:58.66,-00:01:39.4
4906,14.10,13:00:39.77,+27:55:26.0
4907,13.66,13:00:48.80,+28:09:30.0
4908,13.23,13:00:54.46,+28:00:27.5
4909,12.76,13:02:01.85,-42:46:17.1
4911,12.88,13:00:56.08,+27:47:27.0
4912,13.84,13:01:33.60,+29:07:50.2
4913,13.84,13:01:43.37,+29:02:40.8
4914,11.60,13:00:42.95,+37:18:55.0
4915,12.00,13:01:28.22,-04:32:47.5
4916,13.95,13:02:04.20,+29:15:12.4
4919,14.04,13:01:17.59,+27:48:32.7
4921,12.62,13:01:26.15,+27:53:09.4
4922,14.00,13:01:24.52,+29:18:30.1
4922,14.02,13:01:25.26,+29:18:49.6
4923,13.74,13:01:31.80,+27:50:51.1
4926,12.99,13:01:53.73,+27:37:28.0
4930,11.43,13:04:05.27,-41:24:41.7
4931,13.43,13:03:00.88,+28:01:56.9
4933,11.74,13:03:56.74,-11:29:53.0
4934,14.33,13:03:16.24,+28:01:49.5
4936,10.71,13:04:16.89,-30:31:34.5
4939,11.91,13:04:14.39,-10:20:22.6
4940,13.18,13:05:00.25,-47:14:12.9
4941,11.27,13:04:13.14,-05:33:05.8
4944,12.87,13:03:49.95,+28:11:08.6
4945,11.86,13:05:27.48,-49:28:05.6
4946,12.35,13:05:29.38,-43:35:28.1
4947,12.20,13:05:20.20,-35:20:14.7
4948,13.50,13:05:05.79,-08:09:40.8
4949,14.97,13:04:17.92,+29:01:46.3
4951,11.84,13:05:07.70,-06:29:37.8
4952,13.01,13:04:58.38,+29:07:20.1
4955,12.15,13:06:04.82,-29:45:15.4
4956,12.38,13:05:00.94,+35:10:40.9
